Model,WE7562
BlockNumber,1
BlockSize,15262              
4156,2080607804,2677
4157,2081265489,2461
4158,2082831683,2907
4159,2082937193,2862
4160,2082945219,2422
4161,2083320735,2496
4162,2084201178,2441
4163,2084725110,2816
4164,2085333418,2443
4165,2086066202,2399
4166,2086154828,2917
4167,2086591100,2488
4168,2087145703,2486
4169,2087654907,2448
4170,2088489259,2546
4171,2088492117,2427
4172,2088614917,2433
4173,2089596151,2885
4174,2090309275,2883
4175,2091232718,2412
4176,2091313265,2816
4177,2091586556,2509
4178,2091822734,810
4179,2092563185,2500
4180,2093066291,2911
4181,2093077929,2397
4182,2093241599,2531
4183,2093242384,2449
4184,2094899993,2833
4185,2095087862,2851
4186,2095129540,2298
4187,2095180392,2832
4188,2095901147,2818
4189,2096098967,2467
4190,2096313334,2362
4191,2096782847,2301
4192,2096789400,2488
4193,2097293893,2467
4194,2097467978,2444
4195,2097583354,3020
4196,2099138340,2924
4197,2099390046,2541
4198,2100134354,1061
4199,2100235569,2488
4200,2101191431,2894
4201,2102953067,2863
4202,2103189132,3046
4203,2103226264,2474
4204,2103502889,2392
4205,2104364501,2309
4206,2104371687,2891
4207,2104748193,2383
4208,2105674815,2419
4209,2105955011,2854
4210,2106677721,2846
4211,2106988092,2778
4212,2107361739,2547
4213,2107587901,2404
4214,2108018763,2849
4215,2108891332,2833
4216,2109323617,3007
4217,2109468950,2460
4218,2109897722,3066
4219,2110150259,2838
4220,2110488682,2457
4221,2110499451,2986
4222,2113841557,2870
4223,2114246547,2439
4224,2114329186,2470
4225,2114997463,2462
4226,2116104231,2373
4227,2116136878,2846
4228,2116629618,3082
4229,2116722945,2923
4230,2116969215,2538
4231,2117375441,2863
4232,2119409386,2980
4233,2119932141,2537
4234,2120501925,2843
4235,2121782824,2886
4236,2122104876,2772
4237,2122503390,2520
4238,2123004116,2917
4239,2123005324,2451
4240,2124578945,2504
4241,2125129374,2544
4242,2125143487,2288
4243,2125474826,2883
4244,2125509019,2548
4245,2126623628,2429
4246,2126760886,2433
4247,2127018492,2448
4248,2127406830,2877
4249,2128239393,2498
4250,2129233620,3012
4251,2129753249,2467
4252,2130055562,2461
4253,2130062890,3029
4254,2130542351,2477
4255,2131617959,2857
4256,2134011520,2452
4257,2134802516,2374
4258,2135090395,3027
4259,2136202270,2887
4260,2136236112,2420
4261,2137244297,2479
4262,2137347281,2406
4263,2137500829,2874
4264,2138351667,2780
4265,2139163844,2448
4266,2139309189,2865
4267,2139531093,2410
4268,2139774533,2446
4269,2140851275,2867
4270,2141187878,2870
4271,2141644260,3016
4272,2143036968,2482
4273,2143125741,2561
4274,2143323188,2907
4275,2143925496,2849
4276,2144059125,2403
4277,2144148310,2888
4278,2144347448,2663
4279,2144520793,2870
4280,2144624109,2580
4281,2145050075,2475
4282,2146357824,2398
4283,2146472872,2490
4284,2146476545,2877
4285,2146734448,2472
4286,2147200089,2917
4287,2147450814,2912
4288,2147857318,2851
4289,2147960877,2419
4290,2148355024,2843
4291,2148554497,2488
4292,2149638092,2326
4293,2150006847,2453
4294,2150472335,2453
4295,2150630637,2325
4296,2151728294,2373
4297,2151827172,2618
4298,2152456798,2995
4299,2154050886,2354
4300,2154212245,2444
4301,2155511388,3010
4302,2155520294,2451
4303,2156115507,2316
4304,2156158520,2873
4305,2156421638,2857
4306,2156684165,2462
4307,2156778015,1712
4308,2156820321,2456
4309,2157401526,2856
4310,2158162116,2555
4311,2158351547,3028
4312,2159006355,2827
4313,2159693505,2461
4314,2159738348,2491
4315,2160388035,2856
4316,2161500214,2439
4317,2162042953,2554
4318,2162780335,2429
4319,2164526811,2470
4320,2164644144,2827
4321,2165406549,2464
4322,2166492104,3059
4323,2166965422,2477
4324,2167000364,2445
4325,2167053783,2414
4326,2167342682,2515
4327,2168145108,3058
4328,2168422374,2499
4329,2168730308,2888
4330,2168769618,2410
4331,2169816647,2488
4332,2169941055,2876
4333,2170032014,2821
4334,2171058498,2828
4335,2171974380,2775
4336,2172423913,2406
4337,2172572610,2295
4338,2172664257,2838
4339,2173309676,2407
4340,2174010217,2501
4341,2174457019,2448
4342,2174865829,2786
4343,2175310606,2445
4344,2176166526,2433
4345,2176279256,2868
4346,2177410753,2509
4347,2177436613,2503
4348,2177768943,2447
4349,2178198172,2531
4350,2178307111,2425
4351,2178563527,2880
4352,2178724763,2868
4353,2179217811,2481
4354,2179680253,2511
4355,2179913677,2852
4356,2179919568,2871
4357,2180268417,2368
4358,2180705350,2340
4359,2181955235,2437
4360,2182119465,2725
4361,2182473678,2398
4362,2183436020,3031
4363,2183707643,2420
4364,2183895055,2419
4365,2183990031,2813
4366,2184058064,2852
4367,2184091173,2363
4368,2184131448,2871
4369,2184302792,2436
4370,2184482638,2395
4371,2184524835,2929
4372,2184706288,2486
4373,2184998536,3012
4374,2185406348,3042
4375,2185542946,2445
4376,2186250276,2475
4377,2187503957,2464
4378,2187643177,2275
4379,2188201129,2514
4380,2188460051,2817
4381,2189126864,2637
4382,2190623451,2857
4383,2191555026,2430
4384,2193412805,2845
4385,2194459842,2873
4386,2195622444,2893
4387,2195723819,2477
4388,2197841843,2880
4389,2197926810,2915
4390,2198007411,2861
4391,2198789888,3018
4392,2199004916,2467
4393,2199222561,2846
4394,2199843122,2405
4395,2200415952,2872
4396,2200512672,2348
4397,2200791215,2839
4398,2200899742,2429
4399,2200921908,2841
4400,2201633701,2480
4401,2202770331,2391
4402,2203307966,2358
4403,2203464030,2261
4404,2203926917,3033
4405,2204814531,2387
4406,2205844523,1256
4407,2205934010,2861
4408,2206119977,2847
4409,2206264401,2559
4410,2206797903,2846
4411,2207373007,2370
4412,2209246491,2710
4413,2209615679,2496
4414,2209890979,2863
4415,2210122794,2466
4416,2210591357,2879
4417,2211225718,2969
4418,2212853848,2333
4419,2213301517,2405
4420,2213398742,3053
4421,2214107836,2861
4422,2214323490,2744
4423,2214541350,2792
4424,2216327719,2396
4425,2216666362,2471
4426,2217126322,1967
4427,2217273655,2821
4428,2217396668,2925
4429,2217510549,2487
4430,2217660012,2820
4431,2217718598,2754
4432,2218030294,2420
4433,2218085949,2474
4434,2218644571,2452
4435,2220241208,2769
4436,2220254672,2533
4437,2220376433,2732
4438,2220501581,2778
4439,2220815882,2435
4440,2221374732,2454
4441,2221884568,2465
4442,2222143760,2460
4443,2222582356,2913
4444,2223651884,2842
4445,2224846397,2247
4446,2225806017,2474
4447,2225941207,2421
4448,2226104898,2473
4449,2226702213,2394
4450,2226875915,2426
4451,2228413845,3069
4452,2229395788,2851
4453,2230375042,2806
4454,2232513998,2910
4455,2232724923,2528
4456,2234109853,2473
4457,2234212493,2458
4458,2234842665,2901
4459,2234986768,2956
4460,2235914077,2495
4461,2237149343,2911
4462,2238684689,2375
4463,2238715773,2523
4464,2239085128,2878
4465,2239164500,3042
4466,2240334390,2397
4467,2241509951,2426
4468,2242113198,2488
4469,2242574706,2420
4470,2242807417,2533
4471,2243262228,2756
4472,2243865439,2853
4473,2243867622,3049
4474,2244229121,3016
4475,2245168581,2479
4476,2245184523,2399
4477,2245994154,2497
4478,2246468565,2470
4479,2247063311,2806
4480,2247125594,2481
4481,2247854650,2901
4482,2247879448,2492
4483,2247952851,2494
4484,2248392414,2819
4485,2248401950,2497
4486,2249592704,2433
4487,2249594426,2437
4488,2249679466,3015
4489,2250425094,2405
4490,2250936481,2400
4491,2251584258,2496
4492,2251667638,2500
4493,2251888735,2437
4494,2251992159,2401
4495,2252327672,2301
4496,2252448391,1116
4497,2253496601,2449
4498,2254410335,3029
4499,2254989322,2481
4500,2254996574,2855
4501,2255487091,2887
4502,2255848473,2450
4503,2256027517,2390
4504,2256414274,2455
4505,2256696362,2491
4506,2256980667,2776
4507,2257239338,2787
4508,2260249118,2790
4509,2260412084,1769
4510,2260446544,2744
4511,2260699762,2513
4512,2261242248,2467
4513,2261994149,2438
4514,2262137873,2392
4515,2262453327,3043
4516,2262832527,2495
4517,2263291924,2531
4518,2263855657,2459
4519,2263884827,2501
4520,2263919409,2469
4521,2264066875,2469
4522,2264504428,2440
4523,2264966635,2496
4524,2265075550,2861
4525,2265382819,2297
4526,2265652847,2538
4527,2265704188,2428
4528,2265708940,2887
4529,2266128979,2983
4530,2266740867,2346
4531,2267007024,1140
4532,2267012879,2478
4533,2267086500,2864
4534,2269074280,2506
4535,2269939810,2890
4536,2270792049,2855
4537,2271003634,2905
4538,2273133383,2857
4539,2273182312,2490
4540,2273196900,2820
4541,2274008467,2390
4542,2274880707,2862
4543,2275267928,2492
4544,2275376029,2403
4545,2275579537,2500
4546,2275844676,2863
4547,2275968913,3039
4548,2278073340,2439
4549,2278883168,2977
4550,2279150911,2428
4551,2279164553,2785
4552,2279679329,3074
4553,2279821649,2483
4554,2279831287,2411
4555,2279880028,2511
4556,2280114871,2479
4557,2280492527,2439
4558,2281394251,2438
4559,2282305162,2444
4560,2282327484,2388
4561,2284108915,3082
4562,2284259393,2791
4563,2284369407,2471
4564,2285689154,2388
4565,2285986367,2873
4566,2286056412,2455
4567,2286750685,2511
4568,2286841274,3000
4569,2286845105,2430
4570,2286862519,2784
4571,2286890889,2318
4572,2287814379,2461
4573,2289449146,2477
4574,2290506565,2369
4575,2291272908,2858
4576,2291328234,2836
4577,2292076282,2471
4578,2292345783,2905
4579,2292508674,2464
4580,2293318322,2909
4581,2293510776,2432
4582,2293810583,2524
4583,2294762551,2828
4584,2295111747,2517
4585,2295234746,2871
4586,2296006821,2392
4587,2296345175,2382
4588,2296750558,2712
4589,2297261977,2454
4590,2297306918,2775
4591,2297513211,2830
4592,2298580013,2547
4593,2299082558,2447
4594,2302045520,2378
4595,2302325193,2476
4596,2302645503,2413
4597,2302979383,3021
4598,2303197955,2534
4599,2303955600,2396
4600,2304231418,2807
4601,2305127132,2871
4602,2306543000,2454
4603,2308764990,2470
4604,2309713458,2420
4605,2310620262,2862
4606,2311092981,2475
4607,2311759766,3026
4608,2311892056,2446
4609,2312395797,2507
4610,2313189634,2419
4611,2314061141,2463
4612,2314828542,3050
4613,2315196608,2423
4614,2315564408,2454
4615,2315644191,2798
4616,2316209043,2493
4617,2316698883,2485
4618,2316905253,2895
4619,2318648525,2875
4620,2319594864,2842
4621,2319750121,2923
4622,2319816949,2859
4623,2319834426,3028
4624,2320332118,2445
4625,2320937375,2825
4626,2320951040,2861
4627,2321310528,2810
4628,2321384339,2979
4629,2321544300,2823
4630,2321806311,2527
4631,2321919358,2868
4632,2322668354,3051
4633,2322718676,2848
4634,2322836125,2884
4635,2322972320,3036
4636,2323296982,2433
4637,2323717544,2488
4638,2324112310,2464
4639,2324519358,2833
4640,2324653533,2698
4641,2324705355,2480
4642,2324724504,2462
4643,2325353511,2457
4644,2325517079,2423
4645,2326417584,2890
4646,2326438999,2448
4647,2326447162,2420
4648,2326622986,2282
4649,2327477014,2831
4650,2327496204,2469
4651,2327651331,2446
4652,2327980184,2635
4653,2328724913,2486
4654,2329860372,2837
4655,2330089690,2846
4656,2330232975,2526
4657,2331454164,2424
4658,2331480808,2467
4659,2332920143,2467
4660,2332993393,2751
4661,2333275305,2857
4662,2333362206,2024
4663,2333489323,2915
4664,2333983413,2447
4665,2334049244,2829
4666,2334164670,2470
4667,2334581989,2831
4668,2335229409,2904
4669,2336017139,2454
4670,2337355572,3030
4671,2338405575,2381
4672,2338608061,3052
4673,2340581834,2356
4674,2340688890,2824
4675,2340791634,2990
4676,2341289358,2796
4677,2341479711,2991
4678,2341554562,2540
4679,2341595650,2879
4680,2341849770,2511
4681,2341854034,2854
4682,2342193823,2445
4683,2343383987,2878
4684,2343488177,2423
4685,2343625875,2851
4686,2345172076,2470
4687,2345506042,2600
4688,2346449123,2918
4689,2347296446,3086
4690,2348174730,2686
4691,2348228076,2829
4692,2348910018,3063
4693,2349296119,3025
4694,2349361664,2840
4695,2349437759,2799
4696,2350044617,2491
4697,2350117091,2849
4698,2350793793,2484
4699,2351134401,2418
4700,2351438893,2499
4701,2351604651,2513
4702,2352326657,2462
4703,2352895282,2909
4704,2354096695,2446
4705,2354395161,2973
4706,2354849355,2501
4707,2354868919,2253
4708,2354967508,3040
4709,2355203987,2993
4710,2355343375,2841
4711,2355580463,3054
4712,2355868833,2481
4713,2357738713,2438
4714,2359754318,3094
4715,2360527848,2447
4716,2360617595,2828
4717,2360650951,2495
4718,2360935166,2539
4719,2361169950,3032
4720,2361512564,2450
4721,2361807546,2453
4722,2363671148,2825
4723,2363871090,2874
4724,2365027984,2441
4725,2365123617,2888
4726,2365196821,2821
4727,2365506813,2451
4728,2365822324,2900
4729,2366344907,2460
4730,2367229920,2895
4731,2369621592,2411
4732,2370958211,3039
4733,2371095114,2468
4734,2372018066,2891
4735,2372684707,2473
4736,2373091138,2846
4737,2373672907,2832
4738,2374231362,2840
4739,2374334255,3069
4740,2375815772,2719
4741,2375817800,2485
4742,2376061945,2399
4743,2376251204,2491
4744,2376382680,2846
4745,2376407241,2351
4746,2376501289,2560
4747,2376604400,2868
4748,2376713274,2375
4749,2376803412,2319
4750,2377040916,2844
4751,2377417503,2491
4752,2377542594,2438
4753,2377872978,2866
4754,2378067748,2455
4755,2378890611,2870
4756,2381400296,2853
4757,2382399498,2416
4758,2382795117,2463
4759,2383987860,2805
4760,2384009509,2388
4761,2384543948,2639
4762,2385206604,2399
4763,2385290143,2851
4764,2385339693,2436
4765,2385425326,2475
4766,2385712340,2471
4767,2385836608,2818
4768,2385928401,2392
4769,2386299721,2856
4770,2386609752,2470
4771,2387004861,2421
4772,2387262706,2378
4773,2387691363,2844
4774,2387996868,2392
4775,2388039786,2895
4776,2389091969,2424
4777,2389570898,2276
4778,2390348636,3038
4779,2391056008,2451
4780,2392675039,2832
4781,2393531778,3024
4782,2393860538,1841
4783,2394424287,2458
4784,2394581160,2826
4785,2395122033,2467
4786,2395770743,2465
4787,2395868327,2794
4788,2396300439,2514
4789,2396635791,3042
4790,2396779655,2487
4791,2396861153,2797
4792,2397353486,2540
4793,2398011884,2884
4794,2398034001,2734
4795,2398108467,2426
4796,2398186218,2438
4797,2398904675,2898
4798,2399063222,2744
4799,2399757581,2502
4800,2399868977,2840
4801,2400175743,2935
4802,2401138894,2403
4803,2401521853,2458
4804,2401598502,2518
4805,2401776464,2444
4806,2403052479,2478
4807,2403320074,2453
4808,2404395253,2421
4809,2405178862,2359
4810,2405215615,2498
4811,2405447865,3027
4812,2405591860,2993
4813,2405738328,2309
4814,2405977666,2835
4815,2406131392,2269
4816,2406504980,3003
4817,2407265895,2487
4818,2407823533,2839
4819,2407940024,2414
4820,2408385116,2492
4821,2408902751,2926
4822,2408994267,2773
4823,2410486383,2883
4824,2411086486,2503
4825,2411109620,2440
4826,2411190471,2413
4827,2411641931,2978
4828,2411934837,2349
4829,2412730706,2483
4830,2412800890,2426
4831,2413220711,3039
4832,2413634969,861
4833,2413779838,2872
4834,2414059619,2907
4835,2415063361,2426
4836,2415190370,2435
4837,2415327824,2932
4838,2415687840,2502
4839,2417445091,2257
4840,2418185210,2503
4841,2418379190,2433
4842,2418805806,2560
4843,2419165246,2488
4844,2419676536,2526
4845,2419861293,2456
4846,2420753662,2493
4847,2421667427,2364
4848,2421799841,2471
4849,2422035065,3006
4850,2422918576,2426
4851,2423121686,2437
4852,2423929369,2511
4853,2424205913,2859
4854,2424415190,2870
4855,2424775795,2829
4856,2424783458,2442
4857,2426530594,2466
4858,2426909987,3009
4859,2428243184,3029
4860,2428391912,2504
4861,2428516104,3074
4862,2428965825,2471
4863,2429046046,2464
4864,2429423750,2447
4865,2429725476,2419
4866,2430865110,2751
4867,2431408309,2836
4868,2431475194,2823
4869,2431551552,2443
4870,2432588593,2431
4871,2433633945,2798
4872,2433767880,2640
4873,2434100087,2465
4874,2434657395,2509
4875,2435041847,2474
4876,2435099580,2394
4877,2436339771,2810
4878,2436509100,2285
4879,2437134599,2794
4880,2437255888,977
4881,2438395785,2855
4882,2438560426,2393
4883,2438848819,2478
4884,2439499848,3075
4885,2439637008,2917
4886,2439750775,2457
4887,2439919789,2815
4888,2440575645,2443
4889,2441017004,3054
4890,2442175904,2812
4891,2444726626,2466
4892,2445011195,2509
4893,2445101459,2836
4894,2445166871,2427
4895,2445552670,2338
4896,2446042417,3033
4897,2446562669,2422
4898,2447946065,2431
4899,2448438940,2752
4900,2448465806,2996
4901,2448600818,2933
4902,2448785362,2549
4903,2449591925,2477
4904,2450064727,2478
4905,2451548570,2413
4906,2453408564,3049
4907,2454590846,2435
4908,2455622234,2502
4909,2456168712,2425
4910,2456203717,2429
4911,2456963930,963
4912,2458767900,2517
4913,2458884844,2448
4914,2459372340,2424
4915,2459812406,2538
4916,2460450386,2470
4917,2461512695,2345
4918,2461755574,2406
4919,2462093936,2547
4920,2462845664,2413
4921,2464830212,3077
4922,2465630505,2882
4923,2466024550,2504
4924,2466190748,2817
4925,2467830111,2863
4926,2467931813,3020
4927,2469122990,2501
4928,2470804668,1138
4929,2471665553,2749
4930,2472058915,2488
4931,2472538082,2386
4932,2473127071,3053
4933,2473736798,2864
4934,2475024231,2417
4935,2475391572,2451
4936,2477595411,2877
4937,2477944755,3042
4938,2478064274,2502
4939,2478496503,2413
4940,2478689874,2459
4941,2479149584,2896
4942,2479668204,2425
4943,2479855399,2889
4944,2480703560,2415
4945,2481314231,2855
4946,2482703626,2875
4947,2483312441,2468
4948,2483435546,2866
4949,2483846769,2826
4950,2484146801,2373
4951,2484404569,2447
4952,2484791324,2990
4953,2485060535,2581
4954,2486497705,2397
4955,2487300326,2869
4956,2487399895,2484
4957,2487708879,3040
4958,2487787840,2394
4959,2488132443,2834
4960,2488457910,2472
4961,2489455874,2468
4962,2490154528,2896
4963,2490715508,2445
4964,2492101633,2448
4965,2492296354,3043
4966,2493970318,2877
4967,2494219367,2823
4968,2494526001,2434
4969,2494677628,1875
4970,2496042102,2430
4971,2496318337,2889
4972,2496518512,3108
4973,2497080220,2906
4974,2497592155,2849
4975,2497733409,2447
4976,2499073779,2956
4977,2499917307,2812
4978,2501556604,2873
4979,2501623308,2433
4980,2502587402,2913
4981,2502756455,2846
4982,2504195826,2483
4983,2505181969,2477
4984,2505234128,2873
4985,2506223608,2856
4986,2506358038,2462
4987,2506680640,2853
4988,2506802490,2515
4989,2507206654,2875
4990,2508776557,1013
4991,2510172160,2480
4992,2511208941,2506
4993,2511397166,2691
4994,2511484708,2381
4995,2511841652,2721
4996,2512014068,2780
4997,2512925904,2810
4998,2513978587,2200
4999,2514037238,2374
5000,2514433591,2432
5001,2514576720,3033
5002,2514628762,2836
5003,2514943884,583
5004,2515883751,2476
5005,2516631755,2864
5006,2516678854,2414
5007,2517099524,2852
5008,2517774244,2511
5009,2519043986,2404
5010,2519239440,2994
5011,2519487006,2458
5012,2520074598,2770
5013,2520099796,2436
5014,2520578434,2818
5015,2520598236,2453
5016,2520754810,3055
5017,2520844938,2508
5018,2520985840,2864
5019,2521013373,2805
5020,2521054502,2445
5021,2521703681,3039
5022,2522794381,2449
5023,2522812738,3038
5024,2522908133,2536
5025,2524263042,2908
5026,2524788047,2864
5027,2525218615,2555
5028,2525578906,2398
5029,2525736836,2391
5030,2525991130,2881
5031,2526039603,2904
5032,2526272228,2864
5033,2526418740,2460
5034,2527294468,2874
5035,2527347071,3044
5036,2527618902,2443
5037,2528419630,2487
5038,2529396988,2443
5039,2530113809,2455
5040,2530327056,2844
5041,2530632398,2875
5042,2530722838,2861
5043,2531391661,2877
5044,2531609281,2463
5045,2531982212,1566
5046,2532552524,1641
5047,2532586806,2891
5048,2532777455,2441
5049,2533028145,2880
5050,2533246245,2487
5051,2533487141,2858
5052,2535568291,2470
5053,2535938912,3052
5054,2536186314,2952
5055,2536529040,2365
5056,2536886056,2451
5057,2537426125,2422
5058,2537736527,3051
5059,2538436433,2423
5060,2538971374,2412
5061,2539768945,2366
5062,2539923118,2342
5063,2540138859,2868
5064,2540683172,2474
5065,2541195677,2451
5066,2541724383,2473
5067,2541728770,2525
5068,2542724133,2907
5069,2543344960,2774
5070,2543432476,2483
5071,2544008061,2514
5072,2544116540,3010
5073,2545242502,2417
5074,2545387855,3043
5075,2545751269,2818
5076,2545777717,2549
5077,2546668576,2487
5078,2547132905,2972
5079,2547451183,2873
5080,2547683788,2347
5081,2547737284,2350
5082,2547781943,2420
5083,2548182304,2393
5084,2549283230,3046
5085,2549404776,2892
5086,2549677988,3023
5087,2549752269,2453
5088,2551059759,2471
5089,2552925864,2845
5090,2553336193,2477
5091,2553695369,2528
5092,2554162872,2533
5093,2554411439,2449
5094,2554663802,2889
5095,2554940793,2077
5096,2556277635,2505
5097,2556943348,2457
5098,2557304461,2862
5099,2557314852,2454
5100,2557639458,3002
5101,2558008639,2644
5102,2558690832,3098
5103,2559090249,2392
5104,2559272803,2485
5105,2559291447,2482
5106,2559452689,2413
5107,2559623231,517
5108,2559664670,2839
5109,2561148450,2432
5110,2562776709,2847
5111,2562892056,2398
5112,2562963434,2883
5113,2563140222,2910
5114,2563255805,2974
5115,2563541694,2612
5116,2564060968,2775
5117,2564340948,2726
5118,2565613864,681
5119,2565809511,2845
5120,2566047014,2867
5121,2566713479,2388
5122,2567080476,2495
5123,2567565475,2892
5124,2567912586,2847
5125,2568021383,2885
5126,2568634655,3032
5127,2570264637,2381
5128,2570319090,2889
5129,2571593136,2508
5130,2571942238,2830
5131,2572219288,2465
5132,2572997526,2912
5133,2574103109,2490
5134,2574691224,3058
5135,2575078118,2836
5136,2575380758,2444
5137,2577042163,2780
5138,2577821613,2901
5139,2578651634,2423
5140,2578986114,3034
5141,2579368647,3068
5142,2580730921,2816
5143,2581462196,2831
5144,2581734588,2855
5145,2582182282,2840
5146,2582361954,2488
5147,2582599465,2730
5148,2582609484,2868
5149,2583169210,1519
5150,2583407780,2395
5151,2583445455,2491
5152,2583464189,3037
5153,2584062482,2924
5154,2584069733,2840
5155,2584737387,2474
5156,2584866980,2851
5157,2584962446,2485
5158,2585278427,2864
5159,2585338830,2448
5160,2585416355,2856
5161,2585790154,2861
5162,2585995859,2430
5163,2586350003,2484
5164,2586351881,2916
5165,2586869279,2425
5166,2587087329,2045
5167,2589617733,2469
5168,2589643664,2493
5169,2589944963,2518
5170,2590049509,2869
5171,2591353036,2455
5172,2591556885,2835
5173,2591982671,2441
5174,2592873513,2844
5175,2593208827,2445
5176,2593629522,2846
5177,2594146083,2454
5178,2594862327,2505
5179,2595321027,2476
5180,2596144640,2409
5181,2597413384,2342
5182,2597600681,2837
5183,2597831858,2456
5184,2597967977,2848
5185,2598706307,2519
5186,2599520298,2876
5187,2599953893,2938
5188,2601157255,2854
5189,2602344775,2950
5190,2603849097,2583
5191,2604290634,2548
5192,2604490367,2395
5193,2607750515,2428
5194,2608276868,2957
5195,2608802513,3029
5196,2608982802,2993
5197,2610476985,3029
5198,2613104696,2889
5199,2613450012,2490
5200,2613678881,2466
5201,2613805065,2570
5202,2613809319,2711
5203,2614066014,2462
5204,2614494879,2853
5205,2614570288,2886
5206,2614678069,2479
5207,2615599749,2844
5208,2615891028,2485
5209,2616649634,2461
5210,2616652767,2873
5211,2618089643,2805
5212,2618180198,2447
5213,2618556301,2914
5214,2618744635,2391
5215,2618756179,2438
5216,2619170575,2862
5217,2619243611,2436
5218,2620066952,2518
5219,2620776295,2300
5220,2621432024,2454
5221,2621659826,2564
5222,2621897884,3060
5223,2622165787,2470
5224,2622202052,2399
5225,2622862841,2476
5226,2623149670,2853
5227,2623525181,2998
5228,2623529580,2860
5229,2623709319,2822
5230,2624953644,3021
5231,2625688258,2393
5232,2625903616,2543
5233,2626700688,2838
5234,2627025430,2451
5235,2628239284,2486
5236,2628710783,2794
5237,2629241291,3017
5238,2629396453,2393
5239,2629498337,2469
5240,2631069709,3012
5241,2631078915,2388
5242,2631336284,2445
5243,2631682099,2370
5244,2631688702,2495
5245,2631943410,2785
5246,2632210858,2514
5247,2632311598,925
5248,2632978273,2477
5249,2633465853,2534
5250,2634112275,2747
5251,2634988259,2477
5252,2636711672,2503
5253,2638577229,2863
5254,2638892211,2880
5255,2639091172,2440
5256,2639870659,2812
5257,2640398742,2882
5258,2642161945,2804
5259,2642590401,2423
5260,2642617372,2477
5261,2643035619,2470
5262,2643241223,2863
5263,2645356889,2469
5264,2645748494,2874
5265,2646699044,2398
5266,2646927992,2996
5267,2647075591,2864
5268,2647708305,2872
5269,2648308712,2442
5270,2648317068,2496
5271,2648587180,2453
5272,2649552390,2445
5273,2649616526,2866
5274,2653045135,2457
5275,2653113484,2483
5276,2653407670,2529
5277,2653773948,2287
5278,2654768135,2459
5279,2655313990,2344
5280,2655350461,2119
5281,2655680161,2523
5282,2658459469,2806
5283,2659405124,2122
5284,2659518732,2476
5285,2659643403,2495
5286,2661254771,2412
5287,2661993518,2499
5288,2662041469,3063
5289,2662139671,3038
5290,2662335944,2673
5291,2663152689,2487
5292,2663281156,2777
5293,2663322366,2444
5294,2663795734,2520
5295,2665707764,2540
5296,2665775863,3055
5297,2666046851,2497
5298,2666441136,2884
5299,2666557234,2468
5300,2666974724,2416
5301,2667056974,2398
5302,2667091074,2876
5303,2667159024,2371
5304,2667285341,2850
5305,2667351910,2871
5306,2667375794,2424
5307,2667420298,2848
5308,2667632280,2867
5309,2667724085,3005
5310,2667992641,2493
5311,2668420640,2501
5312,2668805064,2829
5313,2669495445,2403
5314,2669632913,2442
5315,2670768810,2873
5316,2672404638,2485
5317,2673111386,2874
5318,2673258112,2223
5319,2673288671,2423
5320,2673774866,2592
5321,2673845157,2850
5322,2674370896,2516
5323,2674541393,2489
5324,2675142587,2840
5325,2675507297,2885
5326,2675809479,2555
5327,2676634229,2475
5328,2676803402,2511
5329,2676963330,2187
5330,2677137533,2429
5331,2677391551,2437
5332,2677749937,2471
5333,2678412186,2470
5334,2678836715,2444
5335,2679894481,3072
5336,2680275401,2448
5337,2680276425,2860
5338,2680512143,2469
5339,2680575663,2989
5340,2680673380,2487
5341,2681033428,2458
5342,2681119767,3049
5343,2681383577,2494
5344,2682551322,2490
5345,2683380294,2759
5346,2683390424,2457
5347,2683609836,2859
5348,2683758337,2483
5349,2684827302,2848
5350,2684933278,3004
5351,2685276435,2987
5352,2685522948,2493
5353,2686094038,2709
5354,2686126963,2475
5355,2686647655,2818
5356,2686704897,2731
5357,2686934729,2403
5358,2687003464,2852
5359,2688187654,2877
5360,2689246346,2461
5361,2690244313,1644
5362,2690845903,2452
5363,2691123629,2377
5364,2692275684,2506
5365,2692791853,986
5366,2692811242,2420
5367,2692876086,2487
5368,2693585627,2477
5369,2693652626,2890
5370,2694055946,2447
5371,2695636869,2432
5372,2695668804,2491
5373,2695898406,2919
5374,2695980147,2886
5375,2696383306,2461
5376,2697451540,2483
5377,2697887586,2406
5378,2698000733,2655
5379,2698042338,2459
5380,2698446659,2868
5381,2698662937,2446
5382,2700522684,2498
5383,2701169350,2357
5384,2704353302,2875
5385,2704736377,2732
5386,2704865655,2425
5387,2705477246,2469
5388,2705655617,2468
5389,2706483653,2622
5390,2706807643,2477
5391,2708616025,2375
5392,2708670298,2842
5393,2709242692,2479
5394,2709445656,2879
5395,2709503585,2417
5396,2711714496,2545
5397,2711812267,2480
5398,2712483589,2906
5399,2713218088,2353
5400,2713718093,2463
5401,2714414456,2353
5402,2714644569,2931
5403,2714688288,3064
5404,2715119755,2882
5405,2715185067,2509
5406,2715256839,2395
5407,2715911690,2416
5408,2716865131,2470
5409,2717381684,3067
5410,2717517675,2542
5411,2717653420,3019
5412,2717928895,2365
5413,2718188373,2860
5414,2719299061,2750
5415,2719383724,2484
5416,2719472260,2897
5417,2719774700,2447
5418,2719885793,2839
5419,2720020615,2865
5420,2720514891,2425
5421,2721023434,2865
5422,2722339968,2469
5423,2723932289,2434
5424,2724064397,2863
5425,2724359689,2905
5426,2724375406,2952
